,authors,title,venue,type,year,access,key,ee
98,"Yi Shi,Jiang Wu,Shixuan Zhao 0001,Gangyao Gao,Tao Deng,Hongmei Yan",Rethinking the Detection Head Configuration for Traffic Object Detection.,CoRR,Informal Publications,2022,open,journals/corr/abs-2210-03883,https://doi.org/10.48550/arXiv.2210.03883
99,"Youngseok Kim,Sanmin Kim,Sangmin Sim,Jun Won Choi,Dongsuk Kum",Boosting Monocular 3D Object Detection with Object-Centric Auxiliary Depth Supervision.,CoRR,Informal Publications,2022,open,journals/corr/abs-2210-16574,https://doi.org/10.48550/arXiv.2210.16574
100,"Haichao Zhang,Jiashi Li,Xin Xia,Kuangrong Hao,Xuefeng Xiao",Multi-Objective Evolutionary for Object Detection Mobile Architectures Search.,CoRR,Informal Publications,2022,open,journals/corr/abs-2211-02791,https://doi.org/10.48550/arXiv.2211.02791
101,"Zhongxiang Zhou,Yifei Yang,Yue Wang 0020,Rong Xiong",Open-Set Object Detection Using Classification-free Object Proposal and Instance-level Contrastive Learning with Appendix.,CoRR,Informal Publications,2022,open,journals/corr/abs-2211-11530,https://doi.org/10.48550/arXiv.2211.11530
102,"Sandro Costa Magalhães,Filipe Neves dos Santos,Pedro Machado,António Paulo Moreira,Jorge Dias 0001",Benchmarking Edge Computing Devices for Grape Bunches and Trunks Detection using Accelerated Object Detection Single Shot MultiBox Deep Learning Models.,CoRR,Informal Publications,2022,open,journals/corr/abs-2211-11647,https://doi.org/10.48550/arXiv.2211.11647
103,"Chuang Lin,Peize Sun,Yi Jiang,Ping Luo 0002,Lizhen Qu,Gholamreza Haffari,Zehuan Yuan,Jianfei Cai 0001",Learning Object-Language Alignments for Open-Vocabulary Object Detection.,CoRR,Informal Publications,2022,open,journals/corr/abs-2211-14843,https://doi.org/10.48550/arXiv.2211.14843
104,"Michael Fürst,Priyash Bhugra,René Schuster,Didier Stricker",Object Permanence in Object Detection Leveraging Temporal Priors at Inference Time.,CoRR,Informal Publications,2022,open,journals/corr/abs-2211-15505,https://doi.org/10.48550/arXiv.2211.15505
105,"Cheng Guo,Fei Hu 0002,Yan Hu",Concealed Object Detection for Passive Millimeter-Wave Security Imaging Based on Task-Aligned Detection Transformer.,CoRR,Informal Publications,2022,open,journals/corr/abs-2212-00313,https://doi.org/10.48550/arXiv.2212.00313
106,"Yuting Wang 0004,Ricardo Guerrero,Vladimir Pavlovic 0001",D2DF2WOD: Learning Object Proposals for Weakly-Supervised Object Detection via Progressive Domain Adaptation.,CoRR,Informal Publications,2022,open,journals/corr/abs-2212-01376,https://doi.org/10.48550/arXiv.2212.01376
107,"Orr Zohar,Kuan-Chieh Wang,Serena Yeung",PROB: Probabilistic Objectness for Open World Object Detection.,CoRR,Informal Publications,2022,open,journals/corr/abs-2212-01424,https://doi.org/10.48550/arXiv.2212.01424
108,"Alon Zolfi,Guy Amit,Amit Baras,Satoru Koda,Ikuya Morikawa,Yuval Elovici,Asaf Shabtai",YolOOD: Utilizing Object Detection Concepts for Out-of-Distribution Detection.,CoRR,Informal Publications,2022,open,journals/corr/abs-2212-02081,https://doi.org/10.48550/arXiv.2212.02081
109,"Honggyu Choi,Zhixiang Chen 0003,Xuepeng Shi,Tae-Kyun Kim",Semi-Supervised Object Detection with Object-wise Contrastive Learning and Regression Uncertainty.,CoRR,Informal Publications,2022,open,journals/corr/abs-2212-02747,https://doi.org/10.48550/arXiv.2212.02747
110,"Ping Li,Hongliu Yu,Sujiao Li,Peng Xu",Comparative Study of Human Skin Detection Using Object Detection Based on Transfer Learning.,Appl. Artif. Intell.,Journal Articles,2021,closed,journals/aai/LiYLX21,https://doi.org/10.1080/08839514.2021.1997215
111,"Mehul Mahrishi,Sudha Morwal,Abdul Wahab Muzaffar,Surbhi Bhatia,Pankaj Dadheech,Mohammad Khalid Imam Rahmani",Video Index Point Detection and Extraction Framework Using Custom YoloV4 Darknet Object Detection Model.,IEEE Access,Journal Articles,2021,open,journals/access/MahrishiMMBDR21,https://doi.org/10.1109/ACCESS.2021.3118048
112,"Thanh Xuan Nguyen,Giovanni Chierchia,Oleksandra Razim,Reynier F. Peletier,Laurent Najman,Hugues Talbot,Benjamin Perret",Object Detection With Component-Graphs in Multi-Band Images: Application to Source Detection in Astronomical Images.,IEEE Access,Journal Articles,2021,open,journals/access/NguyenCRPNTP21,https://doi.org/10.1109/ACCESS.2021.3128519
113,"Min Qiao,Gang Zhou,Qiu Ling Liu,Li Zhang",Salient Object Detection: An Accurate and Efficient Method for Complex Shape Objects.,IEEE Access,Journal Articles,2021,open,journals/access/QiaoZLZ21,https://doi.org/10.1109/ACCESS.2021.3138782
114,"Giha Yoon,Geun-Yong Kim,Hark Yoo,Sung Chang Kim,Ryangsoo Kim",Implementing Practical DNN-Based Object Detection Offloading Decision for Maximizing Detection Performance of Mobile Edge Devices.,IEEE Access,Journal Articles,2021,open,journals/access/YoonKYKK21,https://doi.org/10.1109/ACCESS.2021.3118731
115,"Ziqi Lv,Weidong Wang,Zhiqiang Xu,Kanghui Zhang,Yuhan Fan,Yang Song",Fine-grained object detection method using attention mechanism and its application in coal-gangue detection.,Appl. Soft Comput.,Journal Articles,2021,closed,journals/asc/LvWXZFS21,https://doi.org/10.1016/j.asoc.2021.107891
116,"Qimei Wang,Feng Qi 0002,Minghe Sun,Jianhua Qu,Jie Xue 0001",Corrigendum to &quot;Identification of Tomato Disease Types and Detection of Infected Areas Based on Deep Convolutional Neural Networks and Object Detection Techniques&quot;.,Comput. Intell. Neurosci.,Journal Articles,2021,open,journals/cin/WangQSQX21,https://doi.org/10.1155/2021/3751479
117,"Omid Mohamad Nezami,Akshay Chaturvedi,Mark Dras,Utpal Garain",Pick-Object-Attack: Type-specific adversarial attack for object detection.,Comput. Vis. Image Underst.,Journal Articles,2021,closed,journals/cviu/NezamiCDG21,https://doi.org/10.1016/j.cviu.2021.103257
118,"Long Fan,Tao Zhang 0025,Wenli Du",Optical-flow-based framework to boost video object detection performance with object enhancement.,Expert Syst. Appl.,Journal Articles,2021,closed,journals/eswa/FanZD21,https://doi.org/10.1016/j.eswa.2020.114544
119,"Zhiguo Zhou,Jiaen Sun,Jiabao Yu,Kaiyuan Liu,Junwei Duan,Long Chen 0001,C. L. Philip Chen",An Image-Based Benchmark Dataset and a Novel Object Detector for Water Surface Object Detection.,Frontiers Neurorobotics,Journal Articles,2021,open,journals/finr/ZhouSYLDCC21,https://doi.org/10.3389/fnbot.2021.723336
120,"Zhiheng Zhou,Yongfan Guo,Ming Dai,Junchu Huang,Xiangwei Li",Weakly supervised salient object detection via double object proposals guidance.,IET Image Process.,Journal Articles,2021,open,journals/iet-ipr/ZhouGDHL21,https://doi.org/10.1049/ipr2.12164
121,"Junjiang Xiang,Xiao Hu,Jiayu Ding,Xiangyue Tan,Jiaxin Yang",Cross refinement network with edge detection for salient object detection.,IET Signal Process.,Journal Articles,2021,closed,journals/iet-spr/XiangHDTY21,https://doi.org/10.1049/sil2.12041
122,"Garv Modwel,Anu Mehra,Nitin Rakesh,K. K. Mishra 0001",Advanced Object Detection in Bio-Medical X-Ray Images for Anomaly Detection and Recognition.,Int. J. E Health Medical Commun.,Journal Articles,2021,closed,journals/ijehmc/ModwelMRM21,https://doi.org/10.4018/ijehmc.2021030106
123,"Jun Wang,Liya Yu,Jing Yang 0017,Hao Dong",DBA_SSD: A Novel End-to-End Object Detection Algorithm Applied to Plant Disease Detection.,Inf.,Journal Articles,2021,open,journals/information/WangYYD21,https://doi.org/10.3390/info12110474
124,"Kaen Kogashi,Yang Wu 0001,Shohei Nobuhara,Ko Nishino",Human-object interaction detection with missing objects.,Image Vis. Comput.,Journal Articles,2021,closed,journals/ivc/KogashiWNN21,https://doi.org/10.1016/j.imavis.2021.104262
125,"Jiannong Cao 0001,Juan Liao,Bao Jin Zhang,Kun Wang 0005,Weiheng Zhao",Object-based change detection of very high-resolution remote sensing images incorporating multiscale uncertainty analysis by fusing pixel-based change detection.,J. Electronic Imaging,Journal Articles,2021,closed,journals/jei/CaoLZWZ21,https://doi.org/10.1117/1.jei.30.5.053003
126,"Can Zhang,Xu Zhang,Dawei Tu,Ying Wang",Small object detection using deep convolutional networks: applied to garbage detection system.,J. Electronic Imaging,Journal Articles,2021,closed,journals/jei/ZhangZTW21,https://doi.org/10.1117/1.jei.30.4.043013
127,"Yizhou Wang 0005,Zhongyu Jiang,Yudong Li,Jenq-Neng Hwang,Guanbin Xing,Hui Liu 0011",RODNet: A Real-Time Radar Object Detection Network Cross-Supervised by Camera-Radar Fused Object 3D Localization.,IEEE J. Sel. Top. Signal Process.,Journal Articles,2021,closed,journals/jstsp/WangJLHXL21,https://doi.org/10.1109/JSTSP.2021.3058895
128,"Zhiwei Yan,Huicheng Zheng,Ye Li,Lvran Chen",Detection-Oriented Backbone Trained from Near Scratch and Local Feature Refinement for Small Object Detection.,Neural Process. Lett.,Journal Articles,2021,closed,journals/npl/YanZLC21,https://doi.org/10.1007/s11063-021-10493-y
129,"Jiabin Zhang,Hu Su,Wei Zou,Xinyi Gong,Zhengtao Zhang,Fei Shen",CADN: A weakly supervised learning-based category-aware object detection network for surface defect detection.,Pattern Recognit.,Journal Articles,2021,closed,journals/pr/ZhangSZGZS21,https://doi.org/10.1016/j.patcog.2020.107571
130,"Syed Muhammad Arsalan Bashir,Yi Wang",Small Object Detection in Remote Sensing Images with Residual Feature Aggregation-Based Super-Resolution and Object Detector Network.,Remote. Sens.,Journal Articles,2021,open,journals/remotesensing/BashirW21,https://doi.org/10.3390/rs13091854
131,"Zitong Wu,Biao Hou,Bo Ren 0001,Zhongle Ren,Shuang Wang 0001,Licheng Jiao",A Deep Detection Network Based on Interaction of Instance Segmentation and Object Detection for SAR Images.,Remote. Sens.,Journal Articles,2021,open,journals/remotesensing/WuHRRWJ21,https://doi.org/10.3390/rs13132582
132,"Xueting Zhang,Xiaohai Fang,Mian Pan,Luhua Yuan,Yaxin Zhang,Mengyi Yuan,Shuaishuai Lv,Haibin Yu",A Marine Organism Detection Framework Based on the Joint Optimization of Image Enhancement and Object Detection.,Sensors,Journal Articles,2021,open,journals/sensors/ZhangFPYZYLY21,https://doi.org/10.3390/s21217205
133,"Jinhe Su,Jiajia Liao,Dujuan Gu,Zongyue Wang,Guorong Cai",Object Detection in Aerial Images Using a Multiscale Keypoint Detection Network.,IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.,Journal Articles,2021,open,journals/staeors/SuLGWC21,https://doi.org/10.1109/JSTARS.2020.3044733
134,"Xiaoyu Chen,Hongliang Li 0001,Qingbo Wu 0001,King Ngi Ngan,Linfeng Xu 0001",High-Quality R-CNN Object Detection Using Multi-Path Detection Calibration Network.,IEEE Trans. Circuits Syst. Video Technol.,Journal Articles,2021,closed,journals/tcsv/ChenLWNX21,https://doi.org/10.1109/TCSVT.2020.2987465
135,"Yurong Guan,Muhammad Aamir 0002,Zhihua Hu,Zaheer Ahmed Dayo,Ziaur Rahman 0002,Waheed Ahmed Abro,Permanand Soothar",An Object Detection Framework Based on Deep Features and High-Quality Object Locations.,Traitement du Signal,Journal Articles,2021,closed,journals/tds/GuanAHDRAS21,https://doi.org/10.18280/ts.380319
136,"Furong Shi,Tong Zhang 0009,Tao Zhang 0040",Orientation-Aware Vehicle Detection in Aerial Images via an Anchor-Free Object Detection Approach.,IEEE Trans. Geosci. Remote. Sens.,Journal Articles,2021,closed,journals/tgrs/ShiZZ21,https://doi.org/10.1109/TGRS.2020.3011418
137,"Yi Liu,Dingwen Zhang,Qiang Zhang 0020,Jungong Han",Integrating Part-Object Relationship and Contrast for Camouflaged Object Detection.,IEEE Trans. Inf. Forensics Secur.,Journal Articles,2021,closed,journals/tifs/LiuZZH21,https://doi.org/10.1109/TIFS.2021.3124734
138,"Jiaxiang Luo,Zhiyu Yang,Shipeng Li 0002,Yilin Wu",FPCB Surface Defect Detection: A Decoupled Two-Stage Object Detection Framework.,IEEE Trans. Instrum. Meas.,Journal Articles,2021,closed,journals/tim/LuoYLW21,https://doi.org/10.1109/TIM.2021.3092510
139,"Guangxiao Ma,Shuai Li 0001,Chenglizhao Chen,Aimin Hao,Hong Qin","Rethinking Image Salient Object Detection: Object-Level Semantic Saliency Reranking First, Pixelwise Saliency Refinement Later.",IEEE Trans. Image Process.,Journal Articles,2021,closed,journals/tip/MaLCHQ21,https://doi.org/10.1109/TIP.2021.3068649
140,"Yunqiu Xu,Chunluan Zhou,Xin Yu 0002,Bin Xiao 0002,Yi Yang 0001",Pyramidal Multiple Instance Detection Network With Mask Guided Self-Correction for Weakly Supervised Object Detection.,IEEE Trans. Image Process.,Journal Articles,2021,closed,journals/tip/XuZYXY21,https://doi.org/10.1109/TIP.2021.3056887
141,"Yoshiki Tada,Masahiro Miwata,Shota Uchimura,Makoto Ikeda,Leonard Barolli",A Transfer Learning-Based Object Detection and Annotation System: Performance Evaluation for Vehicle Objects from Onboard Camera.,3PGCIC,Conference and Workshop Papers,2021,closed,conf/3pgcic/TadaMUIB21,https://doi.org/10.1007/978-3-030-89899-1_2
142,"Igor Morawski,Yu-An Chen,Yu-Sheng Lin,Winston H. Hsu",NOD: Taking a Closer Look at Detection under Extreme Low-Light Conditions with Night Object Detection Dataset.,BMVC,Conference and Workshop Papers,2021,open,conf/bmvc/MorawskiCLH21,https://www.bmvc2021-virtualconference.com/assets/papers/1126.pdf
143,"Maria Jeseca C. Baculo,Conrado R. Ruiz Jr.,Oya Aran",Cecid Fly Defect Detection in Mangoes Using Object Detection Frameworks.,CGI,Conference and Workshop Papers,2021,closed,conf/cgi/BaculoRA21,https://doi.org/10.1007/978-3-030-89029-2_16
144,"Vishal Bharti,Sarbjeet Singh",Social Distancing Violation Detection Using Pre-Trained Object Detection Models.,OCIT,Conference and Workshop Papers,2021,closed,conf/cit/BhartiS21,https://doi.org/10.1109/OCIT53463.2021.00070
145,"Divine Njengwie Achinek,Ibrahim Shehi Shehu,Athuman Mohamed Athuman,Xianping Fu",Enhanced Single Shot Multiple Detection for Real-Time Object Detection in Multiple Scenes.,CSAE,Conference and Workshop Papers,2021,closed,conf/csae/AchinekSAF21,https://doi.org/10.1145/3487075.3487082
146,"Aixuan Li,Jing Zhang 0052,Yunqiu Lv,Bowen Liu,Tong Zhang 0023,Yuchao Dai",Uncertainty-Aware Joint Salient Object and Camouflaged Object Detection.,CVPR,Conference and Workshop Papers,2021,open,conf/cvpr/Li0LL0D21,https://openaccess.thecvf.com/content/CVPR2021/html/Li_Uncertainty-Aware_Joint_Salient_Object_and_Camouflaged_Object_Detection_CVPR_2021_paper.html
147,"Yunpeng Zhang,Jiwen Lu,Jie Zhou 0001",Objects Are Different: Flexible Monocular 3D Object Detection.,CVPR,Conference and Workshop Papers,2021,open,conf/cvpr/ZhangL021,https://openaccess.thecvf.com/content/CVPR2021/html/Zhang_Objects_Are_Different_Flexible_Monocular_3D_Object_Detection_CVPR_2021_paper.html
148,"D. Nathasha U. Naranpanawa,Yanyang Gu,Shekhar S. Chandra,Brigid Betz-Stablein,Richard A. Sturm,H. Peter Soyer,Anders P. Eriksson",Slim-YOLO: A Simplified Object Detection Model for the Detection of Pigmented Iris Freckles as a Potential Biomarker for Cutaneous Melanoma.,DICTA,Conference and Workshop Papers,2021,closed,conf/dicta/NaranpanawaGCBS21,https://doi.org/10.1109/DICTA52665.2021.9647150
149,"Abdullah F. Al-Battal,Yan Gong,Lu Xu,Timothy Morton,Chen Du,Yifeng Bu,Imanuel R. Lerman,Radhika Madhavan,Truong Q. Nguyen",A CNN Segmentation-Based Approach to Object Detection and Tracking in Ultrasound Scans with Application to the Vagus Nerve Detection.,EMBC,Conference and Workshop Papers,2021,closed,conf/embc/Al-BattalGXMDBL21,https://doi.org/10.1109/EMBC46164.2021.9630522
150,"Tsuyoshi Masuda,Ren Togo,Takahiro Ogawa 0001,Miki Haseyama",Sports Action Detection Based on Self-Supervised Feature Learning and Object Detection.,GCCE,Conference and Workshop Papers,2021,closed,conf/gcce/MasudaTOH21,https://doi.org/10.1109/GCCE53005.2021.9621847
151,"Tomoya Yasunaga,Tetsuya Oda,Nobuki Saito,Aoto Hirata,Kyohei Toyoshima,Kengo Katayama",Object Detection and Pose Estimation Approaches for Soldering Danger Detection.,GCCE,Conference and Workshop Papers,2021,closed,conf/gcce/YasunagaOSHTK21,https://doi.org/10.1109/GCCE53005.2021.9621849
152,"Rubén Usamentiaga,Darío G. Lema,Oscar D. Pedrayes,Daniel F. García",Automated surface defect detection in metals: a comparative review of object detection and semantic segmentation using deep learning.,IAS,Conference and Workshop Papers,2021,closed,conf/iasam/UsamentiagaLPG21,https://doi.org/10.1109/IAS48185.2021.9677231
153,"Shuyu Miao,Rui Feng",Object-Oriented Relational Distillation for Object Detection.,ICASSP,Conference and Workshop Papers,2021,closed,conf/icassp/MiaoF21,https://doi.org/10.1109/ICASSP39728.2021.9413925
154,"N. Anithadevi,J. Abinisha,V. Akalya,V. Haripriya",An Improved SSD Object Detection Algorithm For Safe Social Distancing and Face Mask Detection In Public Areas Through Intelligent Video Analytics.,ICCCNT,Conference and Workshop Papers,2021,closed,conf/icccnt/AnithadeviAAH21,https://doi.org/10.1109/ICCCNT51525.2021.9579761
155,"Sida Zheng,Jichang Guo,Huihui Yue,Xiaowen Liu",Cross Domain Edge Detection Based Label Decoupling Salient Object Detection.,ICCT,Conference and Workshop Papers,2021,closed,conf/icct/ZhengGYL21,https://doi.org/10.1109/ICCT52962.2021.9657871
156,"Cheng Zhang 0014,Tai-Yu Pan,Yandong Li,Hexiang Hu,Dong Xuan,Soravit Changpinyo,Boqing Gong,Wei-Lun Chao",MosaicOS: A Simple and Effective Use of Object-Centric Images for Long-Tailed Object Detection.,ICCV,Conference and Workshop Papers,2021,closed,conf/iccv/ZhangPLHXCGC21,https://doi.org/10.1109/ICCV48922.2021.00047
157,"Jianjun Lei,Tingyi Guo,Bo Peng 0007,Chuanbo Yu",Depth-Assisted Joint Detection Network For Monocular 3d Object Detection.,ICIP,Conference and Workshop Papers,2021,closed,conf/icip/LeiGPY21,https://doi.org/10.1109/ICIP42928.2021.9506647
158,"Oliver Gieseler,Omar Gamal,Shashank Kumar,Hubert Roth",Camera-Based Surgical Navigation System: Evaluation of Classification and Object Detection CNN Models for X-markers Detection.,ICMRE,Conference and Workshop Papers,2021,closed,conf/icmre/GieselerGKR21,https://doi.org/10.1109/ICMRE51691.2021.9384815
159,"Yongxin Wang 0002,Kris Kitani,Xinshuo Weng",Joint Object Detection and Multi-Object Tracking with Graph Neural Networks.,ICRA,Conference and Workshop Papers,2021,closed,conf/icra/0002KW21,https://doi.org/10.1109/ICRA48506.2021.9561110
160,"Junho Koh,Jaekyum Kim,Younji Shin,Byeongwon Lee,Seungji Yang,Jun Won Choi",Joint Representation of Temporal Image Sequences and Object Motion for Video Object Detection.,ICRA,Conference and Workshop Papers,2021,closed,conf/icra/KohKSLYC21,https://doi.org/10.1109/ICRA48506.2021.9561778
161,"Yunlong Fan,Ou Li,Guangyi Liu",Detection Continuity Loss for Video Object Detection.,ICSPCC,Conference and Workshop Papers,2021,closed,conf/icspcc/FanLL21,https://doi.org/10.1109/ICSPCC52875.2021.9564976
